"sig.id"	"Immune.sig"	"UP.padj"	"UP.ES"	"UP.NES"	"tau"	"type"	"common_name"	"source"	"source_id"	"method"	"coef"	"consensus"	"MOA"	"Status"	"Target"	"DSS"
"sig_2150"	"Genes_DN"	0.00204918032786885	-0.457666668012446	-1.8327443121767	-99.9627074398657	"D1"	"I-212148"	"LINCS"	"BRD-K82857306"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2466"	"Genes_DN"	0.00387596899224806	-0.413561931279144	-1.66950439558695	-99.9627074398657	"D1"	"ergometrine"	"LINCS"	"BRD-A73581086"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_3290"	"Genes_DN"	0.00245700245700246	-0.479451821634047	-2.004546771913	-99.9627074398657	"D1"	"mead-acid"	"LINCS"	"BRD-K96144918"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6159"	"Genes_DN"	0.0024390243902439	-0.4399675466535	-1.80919915068365	-99.9627074398657	"D1"	"losartan"	"LINCS"	"BRD-K76205745"	"LIMMA_t"	"trt"	0	"angiotensin receptor antagonist"	"Approved"	"AGTR1"	0.538052302616575
"sig_6629"	"Genes_DN"	0.0022075055187638	0.463787249100744	1.86441631162812	99.9316983626405	"D1"	"ON-01910"	"LINCS"	"BRD-K55187425"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	0.569204065778633
"sig_3119"	"Genes_DN"	0.00536672629695885	-0.41841823504953	-1.65368539221645	-99.3820088794178	"D1"	"scopolamine"	"LINCS"	"BRD-A49906757"	"LIMMA_t"	"trt"	0	"acetylcholine receptor antagonist"	"Approved"	NA	NA
"sig_808"	"Genes_DN"	0.00650759219088937	0.412675425455171	1.69741217169737	99.2383947195339	"D1"	"clobutinol"	"LINCS"	"BRD-A43809092"	"LIMMA_t"	"trt"	1	"antitussive"	"Withdrawn"	NA	NA
"sig_3126"	"Genes_DN"	0.00871459694989107	-0.392003949677115	-1.59631072391961	-98.5897250027865	"D1"	"immepip"	"LINCS"	"BRD-K25906698"	"LIMMA_t"	"trt"	1	"histamine receptor agonist"	"Experimental"	"HRH3, HRH4"	NA
"sig_4996"	"Genes_DN"	0.00203665987780041	0.447545805463204	1.75814745542292	98.1775387269516	"D1"	"mizolastine"	"LINCS"	"BRD-K21884483"	"LIMMA_t"	"trt"	1	"histamine receptor antagonist"	"Approved"	"HRH1"	NA
"sig_20829"	"Genes_DN"	0.00689655172413793	-0.380488023143069	-1.59122287314844	-97.9643917759924	"D1"	"austricine"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2582"	"Genes_DN"	0.00195694716242661	-0.441375035389497	-1.76083958205453	-97.9157072160855	"D1"	"zaprinast"	"LINCS"	"BRD-K12516989"	"LIMMA_t"	"trt"	0	"phosphodiesterase inhibitor"	"Experimental"	"GPR35, PDE1A, PDE4D, PDE5A, PDE9A"	NA
"sig_5860"	"Genes_DN"	0.00602409638554217	-0.400593855393385	-1.68383787587273	-97.6299326722192	"D1"	"cefaclor"	"LINCS"	"BRD-K20338176"	"LIMMA_t"	"trt"	1	"bacterial cell wall synthesis inhibitor"	"Approved"	NA	NA
"sig_3306"	"Genes_DN"	0.017825311942959	-0.392307539852332	-1.5199559542256	-96.9106643726457	"D1"	"bis-tyrphostin"	"LINCS"	"BRD-K32906660"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2702"	"Genes_DN"	0.038659793814433	-0.35080298319027	-1.46072341643904	-96.4605576597873	"D1"	"siguazodan"	"LINCS"	"BRD-A62071884"	"LIMMA_t"	"trt"	0	"phosphodiesterase inhibitor"	"Experimental"	"PDE3A"	NA
"sig_9248"	"Genes_DN"	0.00814663951120163	-0.416748938762214	-1.63318218286504	-95.8646689887417	"D1"	"cyclosporin-a"	"LINCS"	"BRD-K13533483"	"LIMMA_t"	"trt"	0	"calcineurin inhibitor"	"Approved"	"PPP3CA"	0.645873111770356
"sig_2480"	"Genes_DN"	0.0119904076738609	-0.38646192271015	-1.64912009825334	-92.9164616518077	"D1"	"fasudil"	"LINCS"	"BRD-K76617868"	"LIMMA_t"	"trt"	1	"rho associated kinase inhibitor"	"Approved"	"PKIA, PRKACA, ROCK1, ROCK2"	NA
"sig_636"	"Genes_DN"	0.0045045045045045	-0.392031210525118	-1.61416168410409	-92.7562900781936	"D1"	"KUC104240N"	"LINCS"	"BRD-K80184735"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1168"	"Genes_DN"	0.00704225352112676	-0.392501617565465	-1.59225215127616	-92.1174705892329	"D1"	"flumetasone"	"LINCS"	"BRD-A01346607"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	"NR3C1"	0.551472526354443
"sig_20668"	"Genes_DN"	0.01875	-0.370715965964608	-1.50902553580922	-92.000953248855	"D1"	"formestane"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"aromatase inhibitor"	"Approved"	"CYP19A1"	NA
"sig_146"	"Genes_DN"	0.018018018018018	0.372556833986583	1.49097712746479	91.1632387912695	"D1"	"tenoxicam"	"LINCS"	"BRD-A22844106"	"LIMMA_t"	"trt"	1	"cyclooxygenase inhibitor"	"Approved"	"PTGS1, PTGS2"	NA
"sig_2822"	"Genes_DN"	0.0428893905191874	-0.344476012555047	-1.41550278719327	-91.1585738072318	"D1"	"scoulerine"	"LINCS"	"BRD-K62609077"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.500435634970187
"sig_7382"	"Genes_DN"	0.0252427184466019	-0.369604364323274	-1.45679301177072	-90.9048955779376	"D1"	"fludrocortisone"	"LINCS"	"BRD-A38749782"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	NA	0.566579740923543
"sig_2052"	"Genes_DN"	0.03	-0.366795944577207	-1.49572670309338	-90.1467299968293	"D1"	"cortisone"	"LINCS"	"BRD-K86161929"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.505722054531127
"sig_6879"	"Genes_DN"	0.00407331975560081	0.422699366588586	1.74003121743981	90.0339654252849	"D1"	"indirubin"	"LINCS"	"BRD-K17894950"	"LIMMA_t"	"trt"	0	"CDK inhibitor, glycogen synthase kinase inhibitor"	"Experimental"	"CDK1, CDK5, GSK3A"	0.58068527350792
"sig_12905"	"Genes_DN"	0.0464285714285714	0.362097063739412	1.41712023605787	89.8884027403405	"D1"	"cyclobenzaprine"	"LINCS"	"BRD-K42348709"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist, serotonin receptor agonist"	"Approved"	"HTR2A"	NA
"sig_6346"	"Genes_DN"	0.0209205020920502	-0.389928447487293	-1.54564030710344	-89.827194692519	"D1"	"methyl-dopate"	"LINCS"	"BRD-K82259334"	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	NA
"sig_8124"	"Genes_DN"	0.0283505154639175	0.347117084703565	1.49632756769285	89.7474708260833	"D1"	"oxcarbazepine"	"LINCS"	"BRD-K04196797"	"LIMMA_t"	"trt"	1	"sodium channel blocker"	"Approved"	"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"	NA
"sig_1208"	"Genes_DN"	0.0346320346320346	-0.387609291000071	-1.56779281073612	-89.6109914712475	"D1"	"I-OMe-AG-538"	"LINCS"	"BRD-K35377380"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_7025"	"Genes_DN"	0.0283806343906511	0.372386847581761	1.44358957530232	89.1617971632989	"D1"	"Y-27152"	"LINCS"	"BRD-K42679050"	"LIMMA_t"	"trt"	1	"potassium channel activator"	"Experimental"	"KCNJ8"	NA
"sig_3678"	"Genes_DN"	0.00978473581213307	-0.400446289758436	-1.58114355201729	-89.1347113350437	"D1"	"PSH-028"	"LINCS"	"BRD-K65741250"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2595"	"Genes_DN"	0.00647948164146868	-0.404472920323009	-1.66121300696289	-88.9961480920956	"D1"	"gibberellic-acid"	"LINCS"	"BRD-K92758126"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2212"	"Genes_DN"	0.112554112554113	0.318488838137347	1.27499037193158	88.8245167505532	"D1"	"norepinephrine"	"LINCS"	"BRD-K39981244"	"LIMMA_t"	"trt"	0	"adrenergic receptor agonist"	"Approved"	"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, SLC18A1, SLC18A2"	NA
"sig_11685"	"Genes_DN"	0.0101626016260163	0.393934683705647	1.56270993511133	88.6658030677241	"D1"	"guanfacine"	"LINCS"	"BRD-K32830106"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist"	"Approved"	"ADRA2A, ADRA2B, ADRA2C"	NA
"sig_2139"	"Genes_DN"	0.00194552529182879	0.493970236024579	2.03127795929691	88.2887227383326	"D1"	"HG-5-88-01"	"LINCS"	"BRD-U44700465"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	0.664484049239831
"sig_6799"	"Genes_DN"	0.0213592233009709	0.372423329171549	1.48750409203952	87.5935947037169	"D1"	"GW-5074"	"LINCS"	"BRD-K07859598"	"LIMMA_t"	"trt"	0	"RAF inhibitor, leucine rich repeat kinase inhibitor"	"Experimental"	"RAF1"	0.536580627286031
"sig_16288"	"Genes_DN"	0.0177777777777778	0.376635048521791	1.52843915932882	87.2776183339511	"D1"	"deracoxib"	"LINCS"	"BRD-K68558722"	"LIMMA_t"	"trt"	1	"cyclooxygenase inhibitor"	"Approved"	"PTGS2"	NA
"sig_1389"	"Genes_DN"	0.055	0.328428638809737	1.37302615336539	87.1138345527815	"D1"	"sulindac"	"LINCS"	"BRD-A13946108"	"LIMMA_t"	"trt"	0	"cyclooxygenase inhibitor"	"Approved"	"AKR1B1, MAPK3, PPARD, PTGDR2, PTGS1, PTGS2"	NA
"sig_17096"	"Genes_DN"	0.00909090909090909	0.387133907788486	1.56394807475947	87.0989172675333	"D1"	"norgestrel"	"LINCS"	"BRD-K74741811"	"LIMMA_t"	"trt"	0	"progesterone receptor agonist"	"Approved"	"PGR"	NA
"sig_20798"	"Genes_DN"	0.0110864745011086	-0.407939747645956	-1.6749800230733	-86.709949728019	"D1"	"losartan"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"angiotensin receptor antagonist"	"Approved"	"AGTR1"	0.538052302616575
"sig_7501"	"Genes_DN"	0.00968523002421308	-0.376898249271335	-1.54787453625596	-86.5294404050174	"D1"	"kavain"	"LINCS"	"BRD-A75455249"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_15043"	"Genes_DN"	0.0153172866520788	-0.372527618059526	-1.49067958407933	-86.5266719101143	"D1"	"cisapride"	"LINCS"	"BRD-K59163477"	"LIMMA_t"	"trt"	0	"serotonin receptor agonist"	"Withdrawn"	"HTR2A, HTR3A, HTR4, KCNH2"	NA
"sig_20476"	"Genes_DN"	0.0156599552572707	-0.379821494759509	-1.52451844299465	-86.4009902069827	"D1"	"flumetasone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	"NR3C1"	0.551472526354443
"sig_2799"	"Genes_DN"	0.0342857142857143	-0.348918103541571	-1.41266993204608	-86.2200957864356	"D1"	"acetohydroxamic-acid"	"LINCS"	"BRD-K74112339"	"LIMMA_t"	"trt"	1	"urease inhibitor"	"Approved"	"MMP12"	NA
"sig_2632"	"Genes_DN"	0.0307414104882459	-0.363899755477458	-1.44328504671319	-85.6674885072214	"D1"	"piperacetazine"	"LINCS"	"BRD-K16277217"	"LIMMA_t"	"trt"	1	"dopamine receptor antagonist"	"Approved"	NA	0.561490967404763
"sig_20694"	"Genes_DN"	0.0454545454545455	0.344268219955213	1.38578885413166	85.6657189054836	"D1"	"acadesine"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"AMPK activator"	"Experimental"	NA	NA
"sig_18105"	"Genes_DN"	0.0281995661605206	-0.363609634744871	-1.50113698101741	-85.3264548805541	"D1"	"dipropyl-dopamine"	"LINCS"	"BRD-K82577285"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.640209432326818
"sig_1234"	"Genes_DN"	0.0196463654223969	0.379778834034857	1.5544170819054	85.2201161704701	"D1"	"lithocholic-acid"	"LINCS"	"BRD-K20986251"	"LIMMA_t"	"trt"	0	"FXR antagonist, vitamin D receptor agonist"	"Experimental"	"GPBAR1, NR1H4, NR1I2, VDR"	NA
"sig_1134"	"Genes_DN"	0.00188323917137476	0.490205592671979	1.93532637380433	85.1298612905596	"D1"	"decitabine"	"LINCS"	"BRD-K79254416"	"LIMMA_t"	"trt"	1	"DNA methyltransferase inhibitor"	"Approved"	"DNMT1, DNMT3A"	NA
"sig_2378"	"Genes_DN"	0.0470809792843691	-0.359216920542508	-1.43440741114757	-85.0220673788384	"D1"	"triamcinolone"	"LINCS"	"BRD-K53790871"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1, SERPINA6"	0.574087477680588
"sig_3513"	"Genes_DN"	0.0505836575875486	-0.344628949714967	-1.39743413101764	-84.5653204951034	"D1"	"nTZDpa"	"LINCS"	"BRD-K54708045"	"LIMMA_t"	"trt"	1	"PPAR receptor agonist"	"Experimental"	"PPARG"	NA
"sig_2498"	"Genes_DN"	0.0404312668463612	-0.332955828223043	-1.39575013683819	-84.5173893553179	"D1"	"lidoflazine"	"LINCS"	"BRD-K62996583"	"LIMMA_t"	"trt"	1	"calcium channel blocker"	"Approved"	"SCN1A, SCN3A, SLC29A1"	NA
"sig_2857"	"Genes_DN"	0.0940594059405941	-0.315438560759783	-1.30258742842592	-84.4056209362027	"D1"	"BD-1063"	"LINCS"	"BRD-K29668683"	"LIMMA_t"	"trt"	1	"sigma receptor antagonist"	"Experimental"	"SIGMAR1"	0.588415863353454
"sig_3229"	"Genes_DN"	0.0878661087866109	-0.338703396659115	-1.34559975119795	-84.3045233690255	"D1"	"MRS-1845"	"LINCS"	"BRD-A32949107"	"LIMMA_t"	"trt"	1	"calcium channel blocker"	"Experimental"	NA	NA
"sig_11292"	"Genes_DN"	0.068452380952381	0.339932637767452	1.34487002009618	84.245604302443	"D1"	"corticosterone"	"LINCS"	"BRD-K29731656"	"LIMMA_t"	"trt"	0	"mineralocorticoid receptor agonist"	"Experimental"	"HSD11B1, NCOA1, NR3C2"	NA
