"sig.id"	"Immune.sig"	"UP.padj"	"UP.ES"	"UP.NES"	"tau"	"type"	"common_name"	"source"	"source_id"	"method"	"coef"	"consensus"	"MOA"	"Status"	"Target"	"DSS"
"sig_20688"	"Genes_UP"	0.00836820083682008	0.457281855602648	1.76436035112175	99.9627074398657	"D1"	"fluocinolone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	0.628714265032751
"sig_9896"	"Genes_UP"	0.0140562248995984	0.444720633537318	1.67910807028025	98.0091570146728	"D1"	"folic-acid"	"LINCS"	"BRD-K18673820"	"LIMMA_t"	"trt"	1	"folate receptor ligand"	"Approved"	"FOLR2, FOLR3, SLC19A1, SLC46A1"	NA
"sig_7021"	"Genes_UP"	0.0206022187004754	0.415051991394336	1.57128768872314	96.3845036462302	"D1"	"valproic-acid"	"LINCS"	"BRD-K41260949"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Approved"	"ABAT, ACADSB, ALDH5A1, HDAC1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A"	0.550181257192371
"sig_147"	"Genes_UP"	0.0147058823529412	-0.38195989837361	-1.51609112846088	-96.2876524048327	"D1"	"avrainvillamide-analog-5"	"LINCS"	"BRD-A70731303"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.629998274614987
"sig_20430"	"Genes_UP"	0.00190839694656489	0.507355785408404	1.90582638700485	96.2014137565378	"D1"	"hydrocortisone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	NA	0.626969696238125
"sig_6548"	"Genes_UP"	0.00917431192660551	0.412036148100491	1.57580483467174	96.0156181931269	"D1"	"cosmosiin"	"LINCS"	"BRD-K13642330"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.637521201243583
"sig_20757"	"Genes_UP"	0.00325732899022801	0.458952271921954	1.74719607283254	95.4304594971207	"D1"	"anandamide"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"cannabinoid receptor agonist"	"Experimental"	"CACNA1G, CACNA1H, CACNA1I, CNR1, CNR2, GLRA1, GPR18, GPR55, KCNA2, KCNK3, KCNK9, TRPM8, TRPV1"	NA
"sig_1912"	"Genes_UP"	0.00220264317180617	0.483680398963349	1.89563854350796	94.8799662081855	"D1"	"1-methylisoquinoline"	"LINCS"	"BRD-K02603382"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2822"	"Genes_UP"	0.0240137221269297	0.418644165481059	1.57521827123655	94.3928120444998	"D1"	"scoulerine"	"LINCS"	"BRD-K62609077"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.500435634970187
"sig_775"	"Genes_UP"	0.0247619047619048	-0.405746717864306	-1.52439029606678	-94.1000478376636	"D1"	"ephedrine"	"LINCS"	"BRD-A13982089"	"LIMMA_t"	"trt"	0	"adrenergic receptor agonist"	"Approved"	"ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2"	NA
"sig_2381"	"Genes_UP"	0.0252100840336134	-0.381608566149749	-1.48258215284967	-93.6459811181965	"D1"	"tropapride"	"LINCS"	"BRD-A98838152"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1346"	"Genes_UP"	0.004	0.45879318097483	1.74117998451647	93.556301068627	"D1"	"benzyl-quinazolin-4-yl-amine"	"LINCS"	"BRD-K43796186"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.575573445691767
"sig_6631"	"Genes_UP"	0.00396039603960396	0.455706739430216	1.75001742045227	92.8945138708745	"D1"	"ALW-II-38-3"	"LINCS"	"BRD-K68191783"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.539689135835845
"sig_907"	"Genes_UP"	0.055327868852459	-0.363283025166292	-1.38118412855068	-92.1060447827652	"D1"	"benzanthrone"	"LINCS"	"BRD-K76872913"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6070"	"Genes_UP"	0.0142602495543672	0.401968890105365	1.54444050786366	92.0772207844986	"D1"	"GANT-58"	"LINCS"	"BRD-K64451768"	"LIMMA_t"	"trt"	1	"GLI antagonist"	"Experimental"	NA	0.530155386009441
"sig_470"	"Genes_UP"	0.0167364016736402	0.407022124668352	1.57441811673622	91.8940931388459	"D1"	"procarbazine"	"LINCS"	"BRD-K13032584"	"LIMMA_t"	"trt"	1	"monoamine oxidase inhibitor"	"Approved"	NA	NA
"sig_2779"	"Genes_UP"	0.00217391304347826	0.506590671080593	1.94074661230334	91.8878670509034	"D1"	"byssochlamic-acid"	"LINCS"	"BRD-K43468059"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1341"	"Genes_UP"	0.00911161731207289	0.436501982519328	1.6835035410116	91.6230550065307	"D1"	"RHO-kinase-inhibitor-II"	"LINCS"	"BRD-K46678324"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_4428"	"Genes_UP"	0.0051150895140665	0.459295454526928	1.81585173581034	91.5318178878221	"D1"	"nalbuphine"	"LINCS"	"BRD-A16934955"	"LIMMA_t"	"trt"	0	"opioid receptor agonist, opioid receptor antagonist"	"Approved"	"OPRD1, OPRK1, OPRM1"	NA
"sig_3641"	"Genes_UP"	0.00223713646532438	0.495935822092666	1.88132125566568	91.3443508729843	"D1"	"heliotrine"	"LINCS"	"BRD-A08709697"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.58243020915702
"sig_2094"	"Genes_UP"	0.00515463917525773	0.45509377244405	1.79260298603323	91.28516058465	"D1"	"depudecin"	"LINCS"	"BRD-K07888107"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_4426"	"Genes_UP"	0.00671140939597315	-0.433360498400941	-1.68823329840855	-91.22975038881	"D1"	"pinacidil"	"LINCS"	"BRD-A22897758"	"LIMMA_t"	"trt"	0	"ATP channel activator, potassium channel activator"	"Approved"	"ABCC8, ABCC9"	NA
"sig_18802"	"Genes_UP"	0.00198019801980198	0.47388374114011	1.82050556644449	90.7378400880051	"D1"	"piretanide"	"LINCS"	"BRD-K87990216"	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	"SLC12A1, SLC12A2"	0.667427447949243
"sig_20751"	"Genes_UP"	0.0302375809935205	0.394744654297639	1.53673699237459	90.5521573833461	"D1"	"piperacillin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"bacterial cell wall synthesis inhibitor"	"Approved"	NA	0.502023145456565
"sig_18455"	"Genes_UP"	0.00407331975560081	0.466151711304584	1.76803663208285	90.3009404399006	"D1"	"KM-00927"	"LINCS"	"BRD-K85493820"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.72397220880898
"sig_20598"	"Genes_UP"	0.00538599640933573	0.465206791922377	1.74598188349839	90.2882779983582	"D1"	"fluticasone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	0.553080799736915
